id,Sector,Código de Comité,Nombre del Comité ,Codigo,ICS,Edición,Precio Letras,Precio,Nombre,correspondencia,Organismo de la norma de correspondencia,Objeto y campo de aplicación,Fecha de aprobación,Normas de referencia,Normas que la referencian,Número de paginas,historico ,Marco regulatorio,Tipo de Norma,Normas Populares,Estado,Sustituida por
,Construcción,CTN 06 SC 10,Cemento,INTE 06-11-31: 2016,17.180.20,1, B,6270,"Construcción.
Determinación del color en el cemento  y clínker blanco. Método de ensayo.",UNE 80117:2012,AENOR,"Esta norma tiene por objeto definir el método  de ensayo para determinar el color en los cementos considerados comercialmente blancos y del clínker como constituye de los  mismos, según se describen en la norma INTE 06-11-15,  tomando como  punto de partida los valores triestímulos X, Y, Z obtenidos mediante cualquier instrumento, espectrofotómetro o colorímetro triestímulo, siempre y cuando se cumpla los requisitos de precisión fijados para el mismo.",2016-12-15,"INTE 06-11-38, INTE 06-11-15, INTE 06-11-02, INTE 06-11-06, ISO 11664-4",,8,,,Método de ensayo,,Activa,
,Construcción,CTN 06 SC 11,Construcción Sostenible,INTE/ISO 21929-1:2012,79.060.10,1, H,23870,Sostenibilidad. La sostenibilidad en la construcción de edificaciones. Indicadores de sostenibilidad. Parte 1: Marco de referencia para el desarrollo de indicadores y un conjunto básico de indicadores para las edificaciones.,ISO 21929:2011 ,ISO,"Esta parte de la norma INTE/ISO 21929-1 establece un conjunto básico de indicadores a tener en cuenta en el uso y desarrollo de indicadores de sostenibilidad para evaluar el desempeño ambiental de las edificaciones nuevas o existentes, relacionados con su diseño, construcción, operación, mantenimiento, renovación y el fin de su vida útil. El conjunto básico de indicadores provee medidas destinadas a expresar la contribución de una edificación a la sostenibilidad y el desarrollo sostenible. Estos indicadores representan los aspectos de las edificaciones que tienen un impacto en los temas de interés relacionados con la sostenibilidad y el desarrollo sostenible.
El objeto de consideración en esta parte de la norma INTE/ISO 21929 en una edificación o en un conjunto de edificaciones y las obras exteriores en sitio de obra  (entorno inmediato).
Esta parte de la norma INTE/ISO 21929 sigue los principios establecidos en la norma INTE/ISO 15392. Cuando sea apropiado, puede ser utilizada en conjunto y siguiendo los principios establecidos en la norma INTE/ISO 26000, la norma INTE/ISO 14040 y la familia de normas internacionales que incluye la norma INTE/ISO 14020, INTE/ISO 14021, INTE/ISO 14024 e INTE/ISO 14025. En caso de desviación temática o cuando los requisitos más específicos  estén establecidos,  esta parte de la norma la norma INTE/ISO 21929 tiene prioridad.
Esta parte de la norma INTE/ISO 21929:
- adapta los principios generales de sostenibilidad para las edificaciones
- incluye un marco de referencia para el desarrollo de indicadores de sostenibilidad para su uso en la evaluación de los impactos económicos, ambientales y sociales de las edificaciones
- determina los aspectos a considerar en la definición de un conjunto básico de indicadores de sostenibilidad para las edificaciones, 
- establece un conjunto básico de indicadores
- establece un conjunto básico de indicadores
- describe cómo utilizar los indicadores de sostenibilidad
- brinda las reglas para el establecimiento de un sistema de indicadores
 esta parte de la norma INTE/ISO 21929 no da directrices para la ponderación de los indicadores o la sistematización de los resultados de la evaluación.
Nota. Además del conjunto básico de indicadores definidos en  esta parte de la norma INTE/ISO21929, el uso de otros indicadores de sostenibilidad  puede ser relevante en el contexto local cuando se evalúe o establezcan los objetivos para la contribución de un edificación a la sostenibilidad. Ejemplos e información sobre estos indicadores de sostenibilidad  figuran en el Anexo A.
",2012-08-01,"ISO 6707-1, INTE/ISO 14021:2010, INTE/ISO 14024:2003, INTE/ISO 14025:2007, INTE/ISO 14040:2007, INTE/ISO 15392:2011, INTE/ISO 21930:2011, INTE/ISO 14050:2009, INTE/ISO 21931-1",,55,,,,,Activa,
,Construcción,CTN 06 SC 11,Construcción Sostenible,INTE/ISO 21931-1:2011,91.040.01 ,1, F,16830,"Sostenibilidad en la construcción de edificios. Marco de
referencia para los métodos de evaluación del
desempeño ambiental de los trabajos de construcción.
Parte 1: Edificios. ",ISO 21931-1:2010,ISO,"Esta parte de la norma INTE/ISO 21931 proporciona un marco de referencia general para mejorar
la calidad y la comparabilidad de los métodos de evaluación del desempeño ambiental de los
edificios y de las obras externas relacionadas. 
Identifica y describe temas que hay que tener en cuenta cuando se utilizan métodos de evaluación
del desempeño ambiental de edificios nuevos o ya existentes en las fases de diseño, construcción,
operación, mantenimiento y  rehabilitación, y en las etapas de desmantelamiento.
El objetivo de la evaluación en esta parte de la norma  INTE/ISO 21931 es la construcción y las
obras externas dentro de su sitio (entorno inmediato).
Esta parte de la norma INTE/ISO 21931 está destinada a ser utilizada en conjunto con, y siguiendo
los principios establecidos en la ""familia  de normas internacionales INTE/ISO 14020 "", que incluye
la norma INTE/ISO 14020, INTE/ISO 14021, INTE/ISO 14024 e INTE/ISO 14025, así como la
norma  INTE/ISO 14040 e INTE/ISO 15392. Donde se de una  desviación, esta parte de la norma
INTE/ISO 21931 tiene prioridad.
Esta parte de la norma INTE/ISO 21931 sólo se refiere a los métodos de evaluación del
desempeño ambiental y excluye a los métodos de evaluación del desempeño social y económico,
que también son parte de la sostenibilidad y el desarrollo sostenible. 
Nota 1. Se admite que el desempeño ambiental es sólo uno de los numerosos factores significativos en el
desempeño global del edificio. 
Nota 2. En muchos casos, las metodologías de evaluación del desempeño ambiental de los edificios incluyen
la consideración de los aspectos sociales relacionados con el entorno y el ambiente interior de los edificios 
(ver anexo A).",2011-12-05,"ISO 6707-1, INTE/ISO 14025, INTE/ISO 14040, INTE/ISO 14050, INTE/ISO 15392, ISO 15686-1:—1, ISO 21930:2007",,34,,,,,Activa,
,Construcción,CTN 06 SC 11,Construcción Sostenible,INTE/ISO 21930:2012,79.060.10 ,1, F,16830,"Sostenibilidad en la construcción de edificios.
Declaración ambiental de productos de construcción. ",ISO 21930,ISO,"Esta norma internacional establece los principios y requisitos para las declaraciones ambientales
(DAP) tipo III de productos de construcción para edificios.
Esta norma internacional contiene especificaciones y requisitos para las DAP de los productos de
construcción. Cuando esta norma contemple requisitos más específicos, complementa a la Norma
INTE/ISO 14025 para las DAP de los productos de construcción.
Esta norma proporciona un marco de referencia y los requisitos básicos para las reglas de
categoría de producto (RCP) definidas en la Norma INTE/ISO 14025 para las declaraciones
ambientales de tipo III de productos de construcción. Las declaraciones ambientales tipo III para
los productos de construcción, como se describen en esta norma, están destinadas principalmente
para el uso en la comunicación “negocio a negocio” aunque no se excluye, en determinadas
condiciones, su utilización en la comunicación “negocio a consumidor” 
Esta norma no define los requisitos para desarrollar programas de declaraciones ambientales de
tipo III. Los requisitos para los programas de declaraciones ambientales de tipo ambientales III se
encuentran en la Norma INTE/ISO 14025.
El ambiente de trabajo no se contempla en esta norma internacional ya que, normalmente, está
sujeto a la legislación nacional. 
 NOTA En esta norma, DAP es una abreviatura usada para representar tanto el singular como el plural de
“declaración ambiental del producto”, que pretende ser un sinónimo de “declaración ambiental de tipo III”. En
la práctica del desarrollo de las DAP, los programas o sus declaraciones, se designan mediante distintos
nombres tales como Eco-Leaf, Eco-Profile, declaración ambiental de producto (DAP) y perfil ambiental. ",2012-02-03,"INTE/ISO 14001, INTE/ISO 14020, INTE/ISO 14025, INTE/ISO 14040, INTE/ISO 14044, INTE/ISO 14050, INTE/ISO 15392, ISO 6707-1, ISO 15686-1, ISO 15686-8, INTE/ISO 21931-1",,35,,,,,Activa,
,Construcción,CTN 06 SC 12,Loza Sanitaria,INTE 06-13-01:2016,91.140.70,1, F,16830,"Artefactos sanitarios de loza
vítrea. Inodoros y orinales con o
sin doble descarga. Requisitos.","ASME A112.19.2-2013/CSA B45.1-13
",ASME,"1.1  Esta norma establece los requisitos de eficiencia, desempeño y marcado de los artefactos sanitarios
de bajo consumo de agua. 
1.2   Esta norma aplica a los siguientes artefactos sanitarios de loza vítrea: inodoros y orinales con o sin
doble descarga.",2016-03-30,"INTE 03-01-11, ASME A112.19.5, ASSE 1037, CAN/CSA-B125.3 ",,33,,,Requisitos,,Activa,
,Construcción,CTN 06 SC 13,Sistemas de aislamiento,INTE 06-14-01:2016,"91.100.60, 91.120.10",1, E,14300,"Construcción.
Aislamiento Térmico. Valor “R” para las envolventes constructivas por zona climática.   
Especificaciones y verificación.
",NMX-C-460-ONNCCE:2009,NMX,"1.1 Esta norma establece las especificaciones de resistencia térmica total (Valor “R”) que deben cumplir las edificaciones a través de su envolvente para mejorar las condiciones de habitabilidad y para disminuir la demanda de energía utilizada para acondicionar térmicamente su interior, de acuerdo a la zona térmica del país en que se ubique.",2016-02-15,INTE 06-14-02,,26,,,Especificaciones,,Activa,
,Construcción,CTN 06 SC 16,Tuberías ,INTE 16-01-14:2013,"23.040.10, 19.120",2, I,28050,"Tubería eléctrica (Conduit) de PVC rígido Cédula 40, Cédula 80,
Tipo A y Tipo EB y sus accesorios. ", UL 651,UL,"1.1 Generalidades 
INTE 16-01-14:2013 
1.1.1 Estos requisitos cubren tubería eléctrica (conduit) de PVC rígido Cédula 40, Cédula 80, Tipo A
y Tipo EB y sus accesorios, tales como: curvas, uniones, adaptadores, juntas de expansión, y
accesorios similares fabricados con PVC rígido. Las designaciones “Cédula 40”, “Cédula 80”, “Tipo
A” y “Tipo EB” se refieren a dimensiones nominales comerciales, de diámetros externos IPS (ironpipe-size:
compatible dimensionalmente con tubería de hierro galvanizado) y con espesores de
pared especificados. Las uniones, adaptadores, juntas de expansión y accesorios similares, son para
utilizarse con conduit y curvas de PVC rígido Cédula 40, Cédula 80, Tipo A y Tipo EB, de acuerdo
con el Código Eléctrico Nacional (NEC 2008), NFPA 70. 
1.1.2 El conduit de PVC rígido y sus accesorios cubiertos por esta norma son para utilizarse como
ducto rígido no metálico para cables y alambres de acuerdo con el Código Eléctrico Nacional (NEC
2008), NFPA 70. 
1.1.3 Las cajas para conexiones y sus tapas, fabricadas con PVC rígido u otro material no metálico
y que son para utilizarse con el conduit de PVC rígido y sus accesorios, cubiertos por esta norma,
están especificadas en la norma UL 514C. 
1.1.4 El conduit cubierto por esta norma, y sus accesorios, deben unirse entre sí, así como con cajas
de PVC rígido, elementos conduit y otros accesorios, por medio de un cemento que es o contiene
solvente para policloruro de vinilo (PVC). 
1.1.5 Cada requisito de esta norma aplica a todos los tipos de conduit cubiertos por esta norma, a
menos que el texto limite específicamente dicho requisito a uno o varios tipos de conduit: Cédula 40,
Cédula 80, Tipo A o tipo EB 
1.1.6 El conduit y accesorios de resina termoestable reforzada están cubiertos por los estándares
UL 2515 y UL 2420. 
1.2 Conduit y accesorios Cédula 40 y Cédula 80 
1.2.1 El conduit y accesorios Cédula 40 de PVC rígido es para uso expuesto tanto en interiores como
en exteriores con exposición a la luz solar y al ambiente, y para uso no expuesto, ya sea enterrado
en zanja o embebido en concreto. Los tubos y accesorios de PVC rígido Cédula 40 específicamente
marcados para uso no expuesto son aptos únicamente para aplicaciones enterradas, ya sea en zanja
o embebidos en concreto. 
1.2.2 El conduit y accesorios Cédula 80 es para utilizarse en cualquier aplicación donde el Cédula 
40 sea permitido, así como para instalaciones en postes, de acuerdo con el NEC.
1.2.3 Las siguientes restricciones aplican a los usos del conduit y accesorios de PVC rígido Cédula 
40 y Cédula 80 mencionados en 1.1.1: 
a) Debe utilizarse a temperatura menor o igual que 50°C, 
b) Debe utilizarse con cable de 75°C, aunque puede emplearse con cable de 90°C si cumple
con los requisitos de fabricación (ver 6.15) y rotulado (ver 8.2.1, 8.2.4 y 8.2.5) del conduit
para uso con cable de 90°C. 
1.2.4 Adicionalmente a los requisitos aplicables especificados en esta norma, el conduit de PVC
rígido Cédula 40 y Cédula 80 para utilizarse con perforación dirigida debe cumplir con los requisitos
de desempeño de 6.12. 
1.2.5 Las juntas de expansión cubiertas por esta norma son accesorios para compensar la expansión
térmica del conduit de PVC rígido. 
1.3 Conduit y accesorios tipo A y tipo EB 
1.3.1 El conduit de PVC rígido Tipo A y Tipo EB y sus accesorios mencionados en 1.1.1. son para
utilizarse a temperatura ambiente menor o igual que 50°C. El conduit de PVC rígido Tipo A y sus
accesorios es para usarse con cable de 75°C. Podrán utilizarse tanto el Tipo A como el Tipo EB PVC
rígido y sus accesorios, con cable de 90°C cuando sean enterrados en zanjas, embebidos en
concreto, fuera de las edificaciones. 
1.3.2 El conduit tipo EB (encased burial: instalación embebida) es para utilizarse enterrados en 
zanjas, embebido en concreto, fuera de las edificaciones. El conduit Tipo A es para utilizarse
embebido en concreto en cualquier ubicación. 
1.4 Uniones 
1.4.1 Las uniones cubiertas por esta norma son para unir: 
a) Dos tramos de conduit rígido de PVC, 
b) Un tramo de conduit de PVC con una curva de PVC, y, 
c) En conjunto con un conector, un tramo de conduit o una curva conduit con una caja.
1.5 Accesorios 
1.5.1 Los adaptadores o conectores cubiertos por esta norma son accesorios para conectar un tramo
de conduit de PVC rígido, o una curva de PVC, a una caja de PVC rígido (no limitado a cajas de
conexión) con una unión. 
1.5.2 Los adaptadores con rosca interna cubiertos por esta norma son para unir un tramo de conduit
de PVC rígido, o una curva de PVC, a conduit metálico roscado o a otros dispositivos roscados
externamente. 
1.5.3 Los adaptadores con rosca externa (también denominados adaptadores terminales) cubiertos
por esta norma son para unir un tramo de conduit de PVC rígido, o una curva, a: 
a) La prevista removible de una caja metálica con tuerca metálica, 
b) Una campana roscada, o un accesorio en una caja metálica,  
c) Una campana roscada en una caja fenólica, o 
d) La prevista removible en una caja fenólica.
1.5.4 Las reducciones cubiertas por esta norma son accesorios para unir tramos de diámetros 
diferentes de conduit de PVC rígido.
1.5.5 Los tapones cubiertos por esta norma son accesorios para cerrar los extremos de tramos no 
utilizados de conduit de PVC rígido.
1.5.6 Las campanas, en los extremos de las tuberías, son para proveer un extremo abocinado en el 
extremo abierto de un tramo de conduit de PVC rígido (Ver 5.8.1).
1.5.7 Los requisitos de fabricación de los accesorios cubiertos por esta norma se especifican en la 
Sección 5. Los requisitos de desempeño se especifican en la Sección 7. ",2013-11-19,"INTE 15-05-01, INTE 16-04-06, INTE 16-01-10, INTE 16-04-01, ASTM F512, ASTM D 570, ASTM D648, ASTM F512, ASTM D256, ASTM G155",,73,,,,,Activa,
,Construcción,CTN 06 SC 16,Tuberías ,INTE 16-10-08:2013,23.040.20,1, D,11550,"Tubos plásticos de cloruro de polivinilo clorado (CPVC), según su SDR–PR.",ASTM F442-12,ASTM,"1.1	Esta norma se aplica a los tubos de poli (cloruro de vinilo) clorado (CPVC) elaborados con base en las relaciones dimensionales estándar (SDR), para tubos termoplásticos y en las presiones establecidas para el agua (véase el Anexo). Se incluyen los criterios para la clasificación tanto de los materiales de CPVC como de los propios tubos plásticos de CPVC, así como también requisitos y métodos de ensayo para los materiales, acabados, dimensiones, presión sostenida, presión de ruptura, aplastamiento y calidad de extrusión. Igualmente se incluye la designación empleada para el rotulado.
Nota 1.	La tubería de CPVC cubierta por la presente norma estaba anteriormente especificada en la norma INTE 16-01-01-06.
Nota 2.	Los requisitos de ensayos de presión sostenida y presión de ruptura, así como los de presiones de trabajo del Apéndice, se calculan a partir de valores de esfuerzo obtenidos en ensayos efectuados en tubos de hasta 50 mm (2 pulg.).  Sin embargo, los ensayos realizados en tubos con diámetros tan grandes como 300 mm (12 pulg), han demostrado que estos valores de esfuerzo son válidos para  tubos de diámetros mayores.
1.2	Los productos cubiertos por esta especificación están destinados para usarse únicamente en la distribución de líquidos presurizados, los cuales son químicamente compatibles con los materiales de los tubos.  Debido a los peligros inherentes asociados con el ensayo de componentes y sistemas con aire comprimido u otros gases comprimidos, algunos fabricantes no permiten los ensayos neumáticos de sus productos. Consulte las especificaciones del producto/componente del fabricante para los procedimientos específicos antes de realizar los ensayos neumáticos.
Nota 3	El aire presurizado (comprimido) u otros gases comprimidos contienen grandes cantidades de energía almacenada la cual presenta serios peligros de seguridad, si un sistema falla por cualquier razón. 
1.3	El texto de esta norma hace referencia a notas, pie de páginas, y apéndices los cuales suministran información complementaria.  Estas notas y pie de páginas (a excepción de las notas de las tablas y figuras) no deben ser consideradas como requisitos de esta norma.
1.4	Los valores establecidos en unidades del Sistema Internacional se deben considerar como los normativos mientras que los que van entre paréntesis sólo tienen carácter informativo.
1.5	La siguiente advertencia únicamente está relacionada con los métodos de ensayo indicados en el apartado 8. No es propósito de esta norma establecer todos los riesgos de seguridad, si los hay, asociados con su utilización. Es responsabilidad del usuario establecer, antes de su uso, las prácticas apropiadas de salud y seguridad, así como determinar la aplicabilidad de las limitaciones regulatorias. 
En la nota 6 se presenta una advertencia de carácter específico.
",2013-07-09,"INTE 16-01-17:2007, INTE 16-01-01:2006, INTE 16-01-13:2007, INTE 16-01-12:2007, ASTM D618, ASTM D1600, ASTM D1784, ASTM D2837, ASTM F412, Fed. Std. No. 123, MIL-STD-129, Standard No. 14, Standard No. 61 ",,17,,,,,Activa,
,Construcción,CTN 06 SC 16,Tuberías ,INTE 16-13-03:2012,23.040.20,1, F,16830,"Tubos de fibra de vidrio (resina termoestable reforzada con fibra
de vidrio) para uso en sistemas a presión. ",ASTM D3517-11,ASTM ,"1.1 Esta norma aplica para tuberías de resina termoestable reforzados con fibra de vidrio
(RTRP) y para  tubos de mortero con polímero reforzado con fibra de vidrio (RPMP), desde 200
mm (8 pulgadas) hasta 4 000 mm (156 pulgadas), usados en sistemas a presión para
transporte de agua que operan a presiones internas de 3,103 MPa (450 psi) o menos.  . Aunque
esta norma está destinada principalmente para tubos que son instalados en aplicaciones
subterráneas, su uso se puede extender, pero no limitar, a otras instalaciones como revestir
túneles y rehabilitar el revestimiento de líneas de tubería existentes.
Nota 1. Para diámetros, clases de presión y clases de rigidez diferentes a los establecidos en esta norma, se debe
consultar la norma AWWA C950.
Nota 2. Para propósitos de esta norma,  los polímeros no incluyen  polímeros naturales. 
1.2 Los valores presentados en unidades del sistema internacional se deben considerar como
normativos. Los valores indicados entre paréntesis tienen carácter informativo.
1.3 La siguiente advertencia sólo se refiere a la sección de métodos de ensayo, capítulo 8 de
esta norma: Es responsabilidad del usuario de esta norma establecer las prácticas de seguridad y
salud apropiadas y determinar la aplicabilidad de las limitaciones reglamentarias antes de su
utilización. ",2012-06-09,"INTE 06-01-02:2011, INTE 16-04-01:2007, INTE 16-01-09:2006, ASTM D638, ASTM D695, ASTM D790, ASTM D883, ASTM D1600, ASTM D2290, ASTM D2584, ASTM D2992, ASTM D3567, ASTM D3892, ASTM D4161, ASTM F412, ISO 1172",,38,,,,,Activa,
,Construcción,CTN 06 SC 16,Tuberías ,INTE 16-11-01:2014,23.040.50,3, F,16830,Tubos de concreto con refuerzo para alcantarillas y alcantarillado sanitario y pluvial. Requisitos.,ASTM C76-14,ASTM,"1.1	Esta norma establece los requisitos que deben cumplir y los ensayos a que deben someterse los tubos de concreto reforzado utilizados en la conducción de aguas pluviales y residuales, tanto domésticas como industriales, utilizados en sistemas de alcantarillado sanitario,  pluvial y para la construcción de alcantarillas.
1.2	La norma se refiere únicamente a tubos de sección circular. 
Nota 1. En esta norma se contemplan especificaciones para la fabricación y selección del producto. No incluye requisitos para su instalación y relleno, ni se establece relación alguna entre las condiciones de carga a que va a ser sometido y la clasificación del tubo según su resistencia. Sin embargo la experiencia ha demostrado que un comportamiento exitoso del producto depende no sólo de la selección del mismo, sino también, de su instalación y relleno, del proceso de calidad en la fabricación y del cuidado que se tenga durante la instalación para que se cumplan las especificaciones del producto. Se advierte a los compradores de tubería de concreto reforzado que deben compatibilizar las necesidades del sitio de instalación con la clase de tuberías seleccionada y se debe realizar una adecuada inspección en el sitio.
Nota 2. Se recomienda consultar la norma INTE 16-11-11.
",2014-10-02,"INTE 06-01-02, INTE 16-11-10, INTE 16-11-11 (ASTM C655), INTE 16-11-12 (ASTM C822), ASTM A615/A615M, ASTM C260, ASTM C309, ASTM C494/C494M, ASTM C1116, RTCR 383:2004",,34,,,Requisitos,,Activa,
,Construcción,CTN 06 SC 16,Tuberías ,INTE 16-11-15:2012,23.040.01,1, B,6270,Tubos de concreto para irrigación y drenaje.,ASTM C118-11 ,ASTM,"Esta especificación cubre a los tubos de concreto sin refuerzo para el ser utilizado en el transporte de agua para irrigación y sometidos a presiones de trabajo, incluyendo los transientes hidráulicos, como se muestra en la Tabla 1 y para uso de drenaje.
NOTA 1 – Esta especificación es para la fabricación y compra únicamente y no incluye requisitos para la instalación, llenado o reparaciones una vez instalados los tubos. Se advierte al propietario que debe correlacionar las condiciones de campo con las características del tubo especificadas y proporcionar inspección durante su instalación.
",2012-06-29,"INTE 06-01-02, INTE 16-11-12, INTE 16-11-10, ASTM C150, ASTM C595, ASTM C618, ASTM C989, ASTM C1116/C1116M",,10,,,,,Activa,
,Construcción,CTN 06 SC 16,Tuberías ,INTE 16-11-31:2016,23.040.50,1, C,9130,"Construcción.
Tubería de concreto reforzada con fibra de acero para alcantarillas, alcantarillado pluvial y sanitario. Especificaciones.",ASTM C1765-13,ASTM,"1.1        Esta norma cubre tuberías de concreto reforzadas con fibra de acero (SFRCP, por sus siglas en inglés) de diámetros internos de 300 mm  a 1200 mm destinados a usarse para el transporte de aguas pluviales, residuales o industriales.
Nota 1. La experiencia ha demostrado que el rendimiento exitoso de este producto depende de la selección adecuada de la resistencia del tubo, el tipo de encamado  y de relleno, así como  el cuidado de la instalación conforme a las especificaciones de construcción y las previsiones para una adecuada inspección en el sitio de construcción. Esta norma no incluye requisitos para el encamado, relleno, la relación entre las condiciones de carga en  el campo y la designación de resistencia de la tubería, o la durabilidad en el medio ambiente bajo condiciones inusuales. Estos requisitos deben ser incluidos en las especificaciones del proyecto.
1.2        Los valores indicados en unidades del sistema internacional deben ser considerados como los normados. ",2016-10-21,"INTE 06-01-02, INTE 06-11-15, INTE 06-01-10, INTE 16-11-10, INTE 06-11-29, INTE 16-11-12, A820/A820M, ASTM C260, ASTM C989, ASTM C1017/C1017M, ASTM E105",,15,,,Especificaciones,,Activa,
,Construcción,CTN 06 SC 16,Tuberías ,INTE 16-13-02:2012,23.040.20,1, E,14300,"Tubos de fibra de vidrio (resina termoestable reforzada con fibra
de vidrio) para uso en sistemas de alcantarillado). ",ASTM D3262-11,ASTM,"1.1 Esta norma aplica para tuberías de resina termoestable reforzada con fibra de vidrio
(RTRP) y de mortero con polímero reforzada con fibra de vidrio (RPMP), desde 200 mm (8
pulgadas) hasta 4 000 mm (156 pulgadas), usadas en sistemas de flujo por gravedad para
transportar aguas residuales sanitarias, aguas pluviales  y algunos desechos líquidos 
industriales 
Nota 1. Para propósitos de esta norma, no se incluyen resinas naturales. 
1.2 Los valores presentados en unidades del sistema internacional se deben considerar como 
norma. Los valores indicados entre paréntesis tienen carácter informativo.
1.3 La siguiente advertencia solo se refiere a la sección de métodos de ensayo capítulo  8. Es 
responsabilidad del usuario de esta norma establecer las prácticas de seguridad y salud apropiadas y
determinar la aplicabilidad de las limitaciones reglamentarias antes de su utilización.  ",2012-03-17,"INTE 06-01-02, INTE 16-01-09, INTE 16-04-01, ASTM D638, ASTM D790, ASTM D3681, ASTM D4161, ASTM D2992, ASTM D2290, ASTM C581, ASTM D695, ASTM D883, ASTM D1600, ASTM D2584, ASTM D3567, ASTM D3892, ASTM F412, AWWA C950, ISO 1172",,28,,,,,Activa,
,Construcción,CTN 06 SC 16,Tuberías ,INTE 16-05-07:2013,23.040.20 ,2, E,14300,"Tubería de Polietileno (PE) de pared estructurada con
corrugaciones anulares y accesorios de 100 mm a 1500 mm [4 a
60 pulg] de diámetro nominal para aplicaciones en alcantarillado
sanitario. Requisitos.",ASTM F2947−12,ASTM,"1.1 Esta especificación cubre los requisitos y métodos de ensayo para tubos de perfil anular
corrugado con pared interna lisa de polietileno (PE) y sus accesorios. Los diámetros interno es 
nominales contemplados son de 100 a 1500 mm [4 a 60 pulg]. 
1.2 Los requisitos de esta especificación tienen por objeto proporcionar tubos y accesorios
adecuados para uso en sistemas de alcantarillado sanitario subterráneo sin presión. Los tubos y 
accesorios producidos de acuerdo con esta especificación se instalarán de conformidad con la
norma INTE 16-08-01.  
1.3 Esta especificación cubre tubos con un perfil exterior corrugado, de pared interna lisa y sus
accesorios (Figura 1).  
1.4 Los valores indicados en unidades del SI o en unidades del sistema imperial deben ser
considerados como obligatorias separadamente. En el texto se muestran las unidades imperiales 
(pulgadas-libras) entre paréntesis. Los valores indicados en cada sistema pueden no ser
exactamente equivalentes: por lo tanto, cada sistema debe ser utilizado independientemente del
otro. La combinación de los valores de los dos sistemas puede resultar en una no conformidad con
esta especificación. 
1.5 La siguiente advertencia de precaución aplica solamente para el capítulo 7 de esta norma. Esta
norma no pretende tratar todos los aspectos de seguridad, si los hubiere, asociados con su uso. Es
responsabilidad del usuario de esta norma establecer prácticas apropiadas de seguridad y salud y
determinar la aplicabilidad de las limitaciones regulatorias antes de usarla. ",2013-01-25,"INTE 16-01-17:2007, INTE 16-08-01:2007, INTE 16-04-01:2007, INTE 16-01-08:2010, INTE 16-05-10:2011, INTE 16-01-09:2006, ASTM A666, ASTM D618, ASTM D1600,  ASTM D2990, ASTM D4389, ASTM D4703, ASTM D6992, ASTM F412, ASTM F2136, LRFD, ASTM D3311–11, ASTM F2135-01:2012",,25,,,Requisitos,,Activa,
,Construcción,CTN 06 SC 16,Tuberías ,INTE/ISO/TS 15875-7:2007,"23.040.20, 91.140.60",1, D,11550,Sistemas de tubería en materiales plásticos para instalaciones de agua caliente y fría. Polietileno reticulado (PE-X). Parte 7: guía para la evaluación de la conformidad.,ISO/TS 15875-7:2003,ISO,"Esta especificación técnica, proporciona una guía para la evaluación de la conformidad, para que pueda incluirse en el plan de calidad del fabricante como parte de su sistema de calidad.
Esta especificación técnica comprende:
a)	los requisitos para los materiales, componentes, juntas y uniones especificadas en la(s) parte(s) aplicable(s) de la Norma INTE/ISO 15875,
b)	los requisitos para el sistema de calidad del fabricante,
Nota 1	Se recomienda que el sistema de calidad, sea conforme con la Norma INTE/ISO 9001:2000.
c)	las definiciones y los procedimientos a aplicar en caso que se desee la certificación por tercera parte.
Junto con las otras partes de la Norma INTE/ISO 15875, esta especificación técnica es aplicable a los sistemas de tubería de polietileno reticulado (PE-X) que se van a utilizar en instalaciones de agua caliente y fría dentro de los edificios, para la conducción de agua destinada o no a consumo humano (sistemas domésticos) y para instalaciones de calefacción, a las presiones y temperaturas de diseño apropiadas para la clase de aplicación correspondiente (véase tabla 1 de la Norma INTE/ISO 15875-1:2007).
",2007-01-17,"INTE/ISO 15875-1:2007, INTE/ISO 15875-2:2007, INTE/ISO 15875-3:2007, INTE/ISO 15875-5:2007, INTE/ISO 2859-1:2006, ISO 3951:1989",,17,,,,,Activa,
